DateTime,CO(GT),C6H6(GT),NOx(GT),NO2(GT)
2004-09-02 23:00:00,3.5437499999999997,9.7,393.84615384615387,94.35897435897436
2004-09-03 00:00:00,3.5437499999999997,9.6,393.84615384615387,94.35897435897436
2004-09-03 01:00:00,3.5437499999999997,8.5,393.84615384615387,94.35897435897436
2004-09-03 02:00:00,3.5437499999999997,5.7,393.84615384615387,94.35897435897436
2004-09-03 03:00:00,3.5437499999999997,3.1,393.84615384615387,94.35897435897436
2004-09-03 04:00:00,3.5437499999999997,2.7,393.84615384615387,94.35897435897436
2004-09-03 05:00:00,3.5437499999999997,3.3,393.84615384615387,94.35897435897436
2004-09-03 06:00:00,3.5437499999999997,5.1,393.84615384615387,94.35897435897436
2004-09-03 07:00:00,3.5437499999999997,18.0,393.84615384615387,94.35897435897436
2004-09-03 08:00:00,3.5437499999999997,34.5,393.84615384615387,94.35897435897436
2004-09-03 09:00:00,3.5437499999999997,20.0,393.84615384615387,94.35897435897436
2004-09-03 10:00:00,3.5437499999999997,18.9,393.84615384615387,94.35897435897436
2004-09-03 11:00:00,4.356249999999999,17.0,393.84615384615387,94.35897435897436
2004-09-03 12:00:00,4.396875,13.4,393.84615384615387,94.35897435897436
2004-09-03 13:00:00,4.4375,11.2,393.84615384615387,94.35897435897436
2004-09-03 14:00:00,4.4781249999999995,11.6,393.84615384615387,94.35897435897436
2004-09-03 15:00:00,4.51875,13.5,393.84615384615387,94.35897435897436
2004-09-03 16:00:00,4.559374999999999,13.9,393.84615384615387,94.35897435897436
2004-09-03 17:00:00,4.6,21.9,393.84615384615387,94.35897435897436
2004-09-03 18:00:00,4.3,23.2,393.84615384615387,94.35897435897436
2004-09-03 19:00:00,4.9,24.5,393.84615384615387,94.35897435897436
2004-09-03 20:00:00,4.0,16.3,393.84615384615387,94.35897435897436
2004-09-03 21:00:00,2.6,13.1,393.84615384615387,94.35897435897436
2004-09-03 22:00:00,1.3,8.1,393.84615384615387,94.35897435897436
2004-09-03 23:00:00,1.5,8.1,393.84615384615387,94.35897435897436
2004-09-04 00:00:00,2.2,11.4,393.84615384615387,94.35897435897436
2004-09-04 01:00:00,1.2,6.7,393.84615384615387,94.35897435897436
2004-09-04 02:00:00,0.9,6.2,393.84615384615387,94.35897435897436
2004-09-04 03:00:00,0.8,4.5,393.84615384615387,94.35897435897436
2004-09-04 04:00:00,0.8,4.7,393.84615384615387,94.35897435897436
2004-09-04 05:00:00,0.8,4.6,393.84615384615387,94.35897435897436
2004-09-04 06:00:00,1.0,5.3,393.84615384615387,94.35897435897436
2004-09-04 07:00:00,1.7,9.1,393.84615384615387,94.35897435897436
2004-09-04 08:00:00,1.9,11.0,393.84615384615387,94.35897435897436
2004-09-04 09:00:00,2.0,10.3,393.84615384615387,94.35897435897436
2004-09-04 10:00:00,2.2,11.2,393.84615384615387,94.35897435897436
2004-09-04 11:00:00,2.3,12.9,393.84615384615387,94.35897435897436
2004-09-04 12:00:00,2.3,13.2,393.84615384615387,94.35897435897436
2004-09-04 13:00:00,1.8,9.8,393.84615384615387,94.35897435897436
2004-09-04 14:00:00,1.4,7.9,393.84615384615387,94.35897435897436
2004-09-04 15:00:00,1.6,8.3,393.84615384615387,94.35897435897436
2004-09-09 00:00:00,1.4,7.5,180.0,119.0
2004-09-09 01:00:00,1.2,7.4,141.0,98.0
2004-09-09 02:00:00,0.6,3.8,105.0,89.0
2004-09-09 03:00:00,0.3,2.3,89.5,78.5
2004-09-09 04:00:00,0.2,2.3,74.0,68.0
2004-09-09 05:00:00,0.4,2.7,91.0,65.0
2004-09-09 06:00:00,0.6,4.9,143.0,81.0
2004-09-09 07:00:00,3.0,18.2,553.0,136.0
2004-09-09 08:00:00,3.2,21.4,542.0,130.0
2004-09-09 09:00:00,3.5,21.3,590.0,157.0
2004-09-09 10:00:00,3.1,19.9,590.0,171.0
2004-09-09 11:00:00,2.2,14.8,387.0,143.0
2004-09-09 12:00:00,1.7,12.6,252.0,116.0
2004-09-09 13:00:00,2.0,13.0,310.0,129.0
2004-09-09 14:00:00,2.5,16.2,396.0,168.0
2004-09-09 15:00:00,2.4,15.0,329.0,152.0
2004-09-09 16:00:00,2.9,16.2,393.0,175.0
2004-09-09 17:00:00,4.2,22.7,522.0,212.0
2004-09-09 18:00:00,5.4,32.3,631.0,220.0
2004-09-09 19:00:00,4.3,22.3,435.0,175.0
2004-09-09 20:00:00,3.6,16.6,407.0,165.0
2004-09-09 21:00:00,2.0,11.0,255.0,136.0
2004-09-09 22:00:00,1.5,11.3,180.0,111.0
2004-09-09 23:00:00,1.5,9.3,186.0,114.0
2004-09-10 00:00:00,1.2,7.3,147.0,96.0
2004-09-10 01:00:00,1.0,5.5,101.0,75.0
2004-09-10 02:00:00,0.5,3.5,69.0,58.0
2004-09-10 03:00:00,0.5,2.8,59.0,49.5
2004-09-10 04:00:00,0.4,2.9,49.0,41.0
2004-09-10 05:00:00,0.5,3.6,91.0,55.0
2004-09-10 06:00:00,0.7,5.5,144.0,73.0
2004-09-10 07:00:00,2.4,15.5,430.0,108.0
2004-09-10 08:00:00,4.1,28.3,606.0,147.0
2004-09-10 09:00:00,3.0,17.8,519.0,150.0
2004-09-10 10:00:00,2.0,12.8,353.0,131.0
2004-09-10 11:00:00,2.5,15.7,429.0,144.0
2004-09-10 12:00:00,2.4,15.4,345.0,151.0
2004-09-10 13:00:00,2.6,15.6,417.0,165.0
2004-09-10 14:00:00,1.9,12.6,276.0,135.0
2004-09-10 15:00:00,2.1,12.2,280.0,143.0
2004-09-10 16:00:00,2.5,13.4,365.0,153.0
2004-09-10 17:00:00,2.7,14.3,363.0,149.0
2004-09-10 18:00:00,3.3,16.5,393.0,164.0
2004-09-10 19:00:00,3.2,17.4,385.0,180.0
2004-09-10 20:00:00,2.6,12.9,307.0,159.0
2004-09-10 21:00:00,1.4,8.2,194.0,119.0
2004-09-10 22:00:00,1.6,9.2,205.0,127.0
2004-09-10 23:00:00,1.7,9.3,223.0,131.0
2004-09-11 00:00:00,1.6,10.4,176.0,101.0
2004-09-11 01:00:00,1.6258620689655174,6.2,181.1551724137931,101.63793103448276
2004-09-11 02:00:00,1.6517241379310346,4.2,186.31034482758625,102.27586206896552
2004-09-11 03:00:00,1.677586206896552,3.1,191.4655172413793,102.91379310344828
2004-09-11 04:00:00,1.703448275862069,2.3,196.6206896551724,103.55172413793105
2004-09-11 05:00:00,1.7293103448275864,3.1,201.77586206896552,104.1896551724138
2004-09-11 06:00:00,1.7551724137931035,4.0,206.9310344827586,104.82758620689656
2004-09-11 07:00:00,1.7551724137931035,10.8,206.9310344827586,104.82758620689656
2004-09-11 08:00:00,1.7551724137931035,13.0,206.9310344827586,104.82758620689656
2004-09-11 09:00:00,1.7551724137931035,10.3,206.9310344827586,104.82758620689656
2004-09-11 10:00:00,1.7551724137931035,16.3,206.9310344827586,104.82758620689656
2004-09-11 11:00:00,1.7551724137931035,12.7,206.9310344827586,104.82758620689656
2004-09-11 12:00:00,1.7551724137931035,9.7,206.9310344827586,104.82758620689656
2004-09-11 13:00:00,1.7551724137931035,9.1,206.9310344827586,104.82758620689656
2004-09-11 14:00:00,1.7551724137931035,7.0,206.9310344827586,104.82758620689656
2004-09-11 15:00:00,1.7551724137931035,7.0,206.9310344827586,104.82758620689656
2004-09-11 16:00:00,1.7551724137931035,9.5,206.9310344827586,104.82758620689656
2004-09-11 17:00:00,1.7551724137931035,9.8,206.9310344827586,104.82758620689656
2004-09-11 18:00:00,1.7551724137931035,11.7,206.9310344827586,104.82758620689656
2004-09-11 19:00:00,1.7551724137931035,13.9,206.9310344827586,104.82758620689656
2004-09-11 20:00:00,1.7551724137931035,8.7,206.9310344827586,104.82758620689656
2004-09-11 21:00:00,1.7551724137931035,10.9,206.9310344827586,104.82758620689656
2004-09-11 22:00:00,1.7551724137931035,12.3,206.9310344827586,104.82758620689656
2004-09-11 23:00:00,1.7551724137931035,12.4,206.9310344827586,104.82758620689656
2004-09-14 00:00:00,0.8,5.6,144.0,68.0
2004-09-14 01:00:00,0.7,3.9,110.0,51.0
2004-09-14 02:00:00,0.7649999999999999,3.2,115.775,52.525
2004-09-14 03:00:00,0.83,3.9,121.55,54.05
2004-09-14 04:00:00,0.8949999999999999,4.6,127.325,55.575
2004-09-14 05:00:00,0.96,5.0,133.1,57.1
2004-09-14 06:00:00,1.025,9.6,138.875,58.625
2004-09-14 07:00:00,1.09,27.8,144.65,60.15
2004-09-14 08:00:00,1.09,32.1,144.65,60.15
2004-09-14 09:00:00,1.09,20.9,144.65,60.15
2004-09-14 10:00:00,1.09,11.8,144.65,60.15
2004-09-14 11:00:00,1.09,15.8,144.65,60.15
2004-09-14 12:00:00,1.09,15.8,144.65,60.15
2004-09-14 13:00:00,1.09,14.0,144.65,60.15
2004-09-14 14:00:00,1.09,8.2,144.65,60.15
2004-09-14 15:00:00,1.09,13.7,144.65,60.15
2004-09-14 16:00:00,1.09,19.5,144.65,60.15
2004-09-14 17:00:00,1.09,26.7,144.65,60.15
2004-09-14 18:00:00,1.09,18.7,144.65,60.15
2004-09-14 19:00:00,1.09,13.9,144.65,60.15
2004-09-14 20:00:00,1.09,6.7,144.65,60.15
2004-09-14 21:00:00,1.09,4.2,144.65,60.15
2004-09-14 22:00:00,1.09,3.6,144.65,60.15
2004-09-14 23:00:00,1.09,4.4,144.65,60.15
2004-09-15 00:00:00,1.09,4.2,144.65,60.15
2004-09-15 01:00:00,1.09,2.6,144.65,60.15
2004-09-15 02:00:00,1.09,3.1,144.65,60.15
2004-09-15 03:00:00,1.09,3.0,144.65,60.15
2004-09-15 04:00:00,1.09,3.4,144.65,60.15
2004-09-15 05:00:00,1.09,4.0,144.65,60.15
2004-09-15 06:00:00,1.09,7.8,144.65,60.15
2004-09-15 07:00:00,1.09,16.1,144.65,60.15
2004-09-15 08:00:00,1.09,27.6,144.65,60.15
2004-09-15 09:00:00,1.09,17.8,144.65,60.15
2004-09-15 10:00:00,1.09,18.5,144.65,60.15
2004-09-15 11:00:00,2.9099999999999993,21.6,306.35,102.85
2004-09-15 12:00:00,2.9749999999999996,21.0,312.125,104.375
2004-09-15 13:00:00,3.039999999999999,17.2,317.9,105.9
2004-09-15 14:00:00,3.1049999999999995,16.1,323.675,107.425
2004-09-15 15:00:00,3.17,18.6,329.45000000000005,108.95
2004-09-15 16:00:00,3.234999999999999,17.2,335.225,110.475
2004-09-15 17:00:00,3.3,17.3,341.0,112.0
2004-09-15 18:00:00,6.1,28.6,622.0,170.0
2004-09-15 19:00:00,6.7,31.8,615.0,173.0
2004-09-15 20:00:00,4.4,20.1,443.0,135.0
2004-09-15 21:00:00,1.9,9.2,219.0,93.0
2004-09-15 22:00:00,1.8,10.3,203.0,74.0
2004-09-15 23:00:00,1.5,8.6,165.0,69.0
2004-09-16 00:00:00,1.6,8.6,339.0,109.0
2004-09-16 01:00:00,0.8,4.8,103.0,55.0
2004-09-16 02:00:00,0.5,2.6,74.0,49.0
2004-09-16 03:00:00,0.7,4.3,73.0,45.5
2004-09-16 04:00:00,0.6,4.5,72.0,42.0
2004-09-16 05:00:00,0.9,6.6,180.0,50.0
2004-09-16 06:00:00,1.4,10.1,239.0,53.0
2004-09-16 07:00:00,4.2,23.4,664.0,86.0
2004-09-16 08:00:00,4.1,25.0,525.0,81.0
2004-09-16 09:00:00,3.6,21.6,543.0,96.0
2004-09-16 10:00:00,2.5,13.0,390.0,96.0
2004-09-16 11:00:00,1.3,6.8,217.0,79.0
2004-09-16 12:00:00,1.7,10.0,248.0,95.0
2004-09-16 13:00:00,2.1,11.7,333.0,127.0
2004-09-16 14:00:00,1.7,9.8,279.0,102.0
2004-09-16 15:00:00,1.9,10.2,339.0,107.0
2004-09-16 16:00:00,2.3,12.0,315.0,110.0
2004-09-16 17:00:00,3.3,17.7,365.0,124.0
2004-09-16 18:00:00,3.5,18.8,338.0,113.0
2004-09-16 19:00:00,3.6,17.6,318.0,104.0
2004-09-16 20:00:00,2.9,13.8,302.0,117.0
2004-09-16 21:00:00,2.0,9.4,214.0,94.0
2004-09-16 22:00:00,1.9,9.6,263.6666666666667,99.0
2004-09-16 23:00:00,1.5,8.5,313.3333333333333,104.0
2004-09-17 00:00:00,1.1,10.7,363.0,109.0
2004-09-17 01:00:00,0.8,6.1,178.0,72.0
2004-09-17 02:00:00,0.5,3.2,55.0,40.0
2004-09-17 03:00:00,0.4,2.0,43.5,31.5
2004-09-17 04:00:00,0.3,1.2,32.0,23.0
2004-09-17 05:00:00,0.3,1.3,35.0,24.0
2004-09-17 06:00:00,0.5,2.2,84.0,41.0
2004-09-17 07:00:00,2.4,14.6,456.0,99.0
2004-09-17 08:00:00,2.2,9.7,342.0,91.0
2004-09-17 09:00:00,1.4,6.7,239.0,81.0
2004-09-17 10:00:00,1.6,7.6,337.0,95.0
2004-09-17 11:00:00,1.6,8.6,351.0,113.0
2004-09-17 12:00:00,1.6,9.0,209.0,89.0
2004-09-17 13:00:00,2.1,10.7,257.0,88.0
2004-09-17 14:00:00,1.1,6.3,169.0,81.0
2004-09-17 15:00:00,1.6,9.4,216.0,82.0
2004-09-17 16:00:00,2.4,12.5,303.0,115.0
2004-09-17 17:00:00,2.9,15.2,320.0,112.0
2004-09-17 18:00:00,2.7,14.8,310.0,116.0
2004-09-17 19:00:00,3.1,15.9,341.0,129.0
2004-09-17 20:00:00,2.2,10.0,272.0,110.0
2004-09-17 21:00:00,1.5,6.9,229.0,105.0
2004-09-17 22:00:00,1.2,5.5,168.0,90.0
2004-09-17 23:00:00,1.3,6.3,173.0,94.0
2004-09-18 00:00:00,1.4,6.7,186.0,96.0
2004-09-18 01:00:00,0.9,3.7,112.0,70.0
2004-09-18 02:00:00,0.7,3.2,79.0,57.0
2004-09-18 03:00:00,0.6,2.4,70.5,51.0
2004-09-18 04:00:00,0.55,2.7,62.0,45.0
2004-09-18 05:00:00,0.5,2.3,58.0,42.0
2004-09-18 06:00:00,0.8,3.6,122.0,71.0
2004-09-18 07:00:00,1.2,6.4,173.0,82.0
2004-09-18 08:00:00,1.1,5.0,176.0,81.0
2004-09-18 09:00:00,1.6,7.9,233.0,89.0
2004-09-18 10:00:00,1.4,6.6,210.0,83.0
2004-09-18 11:00:00,1.2,5.2,178.0,82.0
2004-09-18 12:00:00,1.4,6.6,189.0,78.0
2004-09-18 13:00:00,1.6,7.6,210.0,79.0
2004-09-18 14:00:00,1.1,5.0,162.0,78.0
2004-09-18 15:00:00,1.1,5.3,137.0,73.0
2004-09-18 16:00:00,1.3,5.3,165.0,73.0
2004-09-18 17:00:00,1.5,6.5,204.0,100.0
2004-09-18 18:00:00,2.0,9.2,266.0,122.0
2004-09-18 19:00:00,2.4,11.6,299.0,132.0
2004-09-18 20:00:00,2.0,9.2,234.0,116.0
2004-09-18 21:00:00,1.5,7.5,181.0,109.0
2004-09-18 22:00:00,1.7,9.0,210.0,109.0
2004-09-18 23:00:00,2.5,12.1,304.0,116.0
2004-09-19 00:00:00,2.2,10.5,255.0,104.0
2004-09-19 01:00:00,1.4,7.1,149.0,81.0
2004-09-19 02:00:00,1.2,6.2,112.0,64.0
2004-09-19 03:00:00,1.2,7.8,101.0,59.0
2004-09-19 04:00:00,0.9,3.8,90.0,54.0
2004-09-19 05:00:00,0.5,2.3,46.0,35.0
2004-09-19 06:00:00,0.6,2.9,76.0,44.0
2004-09-19 07:00:00,1.0,4.8,139.0,62.0
2004-09-19 08:00:00,1.3,7.7,179.0,68.0
2004-09-19 09:00:00,1.7,8.8,224.0,85.0
2004-09-19 10:00:00,2.2,10.6,272.0,110.0
2004-09-19 11:00:00,2.1,10.2,251.0,115.0
2004-09-19 12:00:00,2.2,11.0,250.0,129.0
2004-09-19 13:00:00,2.0,11.9,178.0,106.0
2004-09-19 14:00:00,2.0,10.8,137.0,87.0
2004-09-19 15:00:00,1.2,5.1,119.0,70.0
2004-09-19 16:00:00,1.8,8.3,193.0,106.0
2004-09-19 17:00:00,4.3,20.7,329.0,151.0
2004-09-19 18:00:00,3.8,16.8,413.0,179.0
2004-09-19 19:00:00,4.4,20.4,489.0,188.0
2004-09-19 20:00:00,3.8,15.3,470.0,187.0
2004-09-19 21:00:00,1.9,8.8,228.0,121.0
2004-09-19 22:00:00,1.7,8.5,169.0,99.0
2004-09-19 23:00:00,1.8,8.7,189.0,100.0
2004-09-20 00:00:00,1.1,5.7,100.0,79.0
2004-09-20 01:00:00,0.8,4.0,71.0,57.0
2004-09-20 02:00:00,0.7,3.0,52.0,43.0
2004-09-20 03:00:00,0.6,2.2,54.5,46.5
2004-09-20 04:00:00,0.5,2.2,57.0,50.0
2004-09-20 05:00:00,0.5,2.7,69.0,47.0
2004-09-20 06:00:00,0.9,4.7,126.0,60.0
2004-09-20 07:00:00,3.5,21.7,376.0,91.0
2004-09-20 08:00:00,4.6,32.2,556.5,125.0
2004-09-20 09:00:00,5.7,27.5,737.0,159.0
2004-09-20 10:00:00,3.5,18.1,481.0,173.0
2004-09-20 11:00:00,3.7,18.6,425.0,174.0
2004-09-20 12:00:00,3.1,17.6,330.0,165.0
2004-09-20 13:00:00,3.0,16.3,303.0,136.0
2004-09-20 14:00:00,2.6,11.8,283.0,125.0
2004-09-20 15:00:00,2.4,11.9,264.0,122.0
2004-09-20 16:00:00,2.6,15.5,280.0,124.0
2004-09-20 17:00:00,5.0,28.8,505.0,184.0
2004-09-20 18:00:00,5.6,31.1,566.0,200.0
2004-09-20 19:00:00,6.5,34.9,681.0,225.0
2004-09-20 20:00:00,4.1,19.5,448.0,168.0
2004-09-20 21:00:00,2.1,11.7,231.0,118.0
2004-09-20 22:00:00,2.0,9.9,230.0,115.0
2004-09-20 23:00:00,1.4,7.7,146.0,94.0
2004-09-21 00:00:00,0.8,4.4,77.0,62.0
2004-09-21 01:00:00,0.8,4.1,82.0,68.0
2004-09-21 02:00:00,0.6,3.1,55.0,50.0
2004-09-21 03:00:00,0.5,2.4,48.5,43.0
2004-09-21 04:00:00,0.4,2.1,42.0,36.0
2004-09-21 05:00:00,0.6,3.3,102.0,53.0
2004-09-21 06:00:00,1.4,8.1,231.0,79.0
2004-09-21 07:00:00,5.6,31.4,699.0,133.0
2004-09-21 08:00:00,7.3,41.2,738.0,148.0
2004-09-21 09:00:00,5.3,27.3,665.0,161.0
2004-09-21 10:00:00,4.4,24.2,598.0,191.0
2004-09-21 11:00:00,3.1,17.0,340.0,158.0
2004-09-21 12:00:00,3.3,17.7,374.0,157.0
2004-09-21 13:00:00,3.8,19.3,401.0,188.0
2004-09-21 14:00:00,2.3,12.7,275.0,143.0
2004-09-21 15:00:00,2.6,14.6,278.0,152.0
2004-09-21 16:00:00,3.2,17.8,342.0,168.0
2004-09-21 17:00:00,5.0,26.6,479.0,205.0
2004-09-21 18:00:00,5.6,30.3,553.0,204.0
2004-09-21 19:00:00,5.4,28.7,531.0,210.0
2004-09-21 20:00:00,4.4,20.0,428.0,173.0
2004-09-21 21:00:00,2.4,11.9,229.0,123.0
2004-09-21 22:00:00,1.5,8.1,145.0,92.0
2004-09-21 23:00:00,1.3,7.7,112.0,77.0
2004-09-22 00:00:00,1.1,5.9,99.0,74.0
2004-09-22 01:00:00,1.0,5.1,98.0,74.0
2004-09-22 02:00:00,0.6,2.4,54.0,47.0
2004-09-22 03:00:00,0.5,2.4,56.5,45.5
2004-09-22 04:00:00,0.6,3.8,59.0,44.0
2004-09-22 05:00:00,0.8,5.0,162.0,69.0
2004-09-22 06:00:00,1.5,9.7,268.0,79.0
2004-09-22 07:00:00,4.1,25.9,531.0,108.0
2004-09-22 08:00:00,5.5,34.3,517.0,119.0
2004-09-22 09:00:00,5.5,29.0,701.0,165.0
2004-09-22 10:00:00,3.7,20.0,510.0,172.0
2004-09-22 11:00:00,3.3,18.3,415.0,180.0
2004-09-22 12:00:00,2.5,13.4,243.0,130.0
2004-09-22 13:00:00,2.6,14.0,267.0,120.0
2004-09-22 14:00:00,2.2,12.1,233.0,117.0
2004-09-22 15:00:00,2.6,15.3,295.0,141.0
2004-09-22 16:00:00,2.9,16.1,309.0,151.0
2004-09-22 17:00:00,5.0,27.3,506.0,218.0
2004-09-22 18:00:00,5.1,26.2,479.0,213.0
2004-09-22 19:00:00,5.2,26.7,460.0,194.0
2004-09-22 20:00:00,3.8,18.3,363.0,167.0
2004-09-22 21:00:00,2.2,11.9,213.0,115.0
2004-09-22 22:00:00,2.1,11.5,183.0,98.0
2004-09-22 23:00:00,1.8,9.6,163.0,93.0
2004-09-23 00:00:00,1.6,8.0,152.0,87.0
2004-09-23 01:00:00,1.4,6.9,104.0,71.0
2004-09-23 02:00:00,0.8,3.7,61.0,49.0
2004-09-23 03:00:00,0.5,2.4,57.5,46.5
2004-09-23 04:00:00,0.5,2.2,54.0,44.0
2004-09-23 05:00:00,0.5,2.5,84.0,58.0
2004-09-23 06:00:00,0.9,6.3,132.0,66.0
2004-09-23 07:00:00,3.2,21.6,422.0,112.0
2004-09-23 08:00:00,2.8,18.8,282.0,104.0
2004-09-23 09:00:00,2.7,18.1,293.0,103.0
2004-09-23 10:00:00,2.4,14.8,334.0,118.0
2004-09-23 11:00:00,2.7,15.9,324.0,129.0
2004-09-23 12:00:00,2.8,16.1,294.0,127.0
2004-09-23 13:00:00,2.9,17.2,273.0,130.0
2004-09-23 14:00:00,2.6,15.8,275.0,130.0
2004-09-23 15:00:00,2.6,15.1,282.0,118.0
2004-09-23 16:00:00,3.2,18.9,323.0,146.0
2004-09-23 17:00:00,4.6,25.2,442.0,190.0
2004-09-23 18:00:00,4.9,26.1,431.0,189.0
2004-09-23 19:00:00,4.7,25.6,402.0,173.0
2004-09-23 20:00:00,3.3,16.9,313.0,148.0
2004-09-23 21:00:00,2.3,12.6,228.0,116.0
2004-09-23 22:00:00,2.1,10.3,218.0,109.0
2004-09-23 23:00:00,1.7,8.9,179.0,94.0
2004-09-24 00:00:00,1.0,6.5,97.0,64.0
2004-09-24 01:00:00,0.9,5.3,83.0,59.0
2004-09-24 02:00:00,0.7,4.6,80.0,64.0
2004-09-24 03:00:00,0.4,2.0,73.0,58.0
2004-09-24 04:00:00,0.4,2.5,66.0,52.0
2004-09-24 05:00:00,0.5,2.8,109.0,55.0
2004-09-24 06:00:00,1.3,8.4,232.0,83.0
2004-09-24 07:00:00,3.5,21.1,535.0,114.0
2004-09-24 08:00:00,5.5,34.0,684.0,137.0
2004-09-24 09:00:00,5.6,29.4,803.0,160.0
2004-09-24 10:00:00,3.4,20.3,539.0,138.0
2004-09-24 11:00:00,3.2,18.4,364.0,134.0
2004-09-24 12:00:00,3.7,22.3,422.0,143.0
2004-09-24 13:00:00,4.6,26.9,483.0,153.0
2004-09-24 14:00:00,4.2,24.0,496.0,145.0
2004-09-24 15:00:00,3.3,19.3,403.0,123.0
2004-09-24 16:00:00,2.7,14.5,282.0,96.0
2004-09-24 17:00:00,2.2,11.1,268.0,107.0
2004-09-24 18:00:00,2.8,10.4,306.0,119.0
2004-09-24 19:00:00,2.9,10.5,293.0,109.0
2004-09-24 20:00:00,2.0,5.8,240.0,107.0
2004-09-24 21:00:00,0.7,2.2,93.0,57.0
2004-09-24 22:00:00,0.6,2.0,99.0,60.0
2004-09-24 23:00:00,1.2,3.8,55.0,22.0
2004-09-25 00:00:00,1.2,3.9,19.0,2.0
2004-09-25 01:00:00,1.1,3.7,26.0,7.0
2004-09-25 02:00:00,0.6,1.7,26.0,8.0
2004-09-25 03:00:00,0.3,1.0,34.0,17.5
2004-09-25 04:00:00,0.3,1.0,42.0,27.0
2004-09-25 05:00:00,0.3,0.9,32.0,14.0
2004-09-25 06:00:00,0.4,1.3,25.0,3.0
2004-09-25 07:00:00,0.6,2.1,28.0,9.0
2004-09-25 08:00:00,0.7,2.5,41.0,14.0
2004-09-25 09:00:00,1.0,4.6,130.0,52.0
2004-09-25 10:00:00,1.1,4.3,173.0,64.0
2004-09-25 11:00:00,1.5,6.5,168.0,66.0
2004-09-25 12:00:00,1.4,6.0,51.0,14.0
2004-09-25 13:00:00,1.4,6.0,31.0,9.0
2004-09-25 14:00:00,1.0,4.5,41.0,12.0
2004-09-25 15:00:00,0.9,3.9,41.0,14.0
2004-09-25 16:00:00,1.1,4.6,54.0,21.0
2004-09-25 17:00:00,1.3,6.7,112.0,43.0
2004-09-25 18:00:00,1.8,8.9,178.0,62.0
2004-09-25 19:00:00,2.4,9.8,218.0,68.0
2004-09-25 20:00:00,2.7,10.8,241.0,81.0
2004-09-25 21:00:00,1.7,7.4,223.0,88.0
2004-09-25 22:00:00,2.2,10.3,279.0,99.0
2004-09-25 23:00:00,2.8,13.8,330.0,98.0
2004-09-26 00:00:00,2.4,10.9,330.0,97.0
2004-09-26 01:00:00,2.5,11.7,341.0,101.0
2004-09-26 02:00:00,1.4,7.8,205.0,90.0
2004-09-26 03:00:00,1.4,7.7,167.5,75.5
2004-09-26 04:00:00,1.15,5.5,130.0,61.0
2004-09-26 05:00:00,0.9,4.5,102.0,55.0
2004-09-26 06:00:00,0.6,3.3,79.0,46.0
2004-09-26 07:00:00,1.0,5.4,148.0,56.0
2004-09-26 08:00:00,1.6,8.2,261.0,83.0
2004-09-26 09:00:00,0.9,3.0,107.0,55.0
2004-09-26 10:00:00,0.9,3.0,103.0,47.0
2004-09-26 11:00:00,1.0,3.5,122.0,61.0
2004-09-26 12:00:00,1.0,3.6,127.0,58.0
2004-09-26 13:00:00,0.9,4.0,110.0,59.0
2004-09-26 14:00:00,0.9,4.2,98.0,54.0
2004-09-26 15:00:00,0.9,3.1,146.0,69.0
2004-09-26 16:00:00,0.9,3.5,119.0,54.0
2004-09-26 17:00:00,2.7,10.3,234.0,95.0
2004-09-26 18:00:00,2.2,7.8,261.0,99.0
2004-09-26 19:00:00,3.3,10.7,371.0,127.0
2004-09-26 20:00:00,2.1,7.3,266.0,98.0
2004-09-26 21:00:00,1.8,7.7,268.0,112.0
2004-09-26 22:00:00,1.9,8.6,294.0,115.0
2004-09-26 23:00:00,2.3,10.0,303.0,114.0
2004-09-27 00:00:00,1.9,8.5,241.0,103.0
2004-09-27 01:00:00,1.3,5.8,142.0,81.0
2004-09-27 02:00:00,1.0,5.0,110.0,75.0
2004-09-27 03:00:00,0.6,2.9,107.0,69.5
2004-09-27 04:00:00,0.6,3.4,104.0,64.0
2004-09-27 05:00:00,0.9,5.6,179.0,71.0
2004-09-27 06:00:00,1.5,9.0,361.0,99.0
2004-09-27 07:00:00,5.5,26.9,799.0,132.0
2004-09-27 08:00:00,4.0,18.8,614.0,135.0
2004-09-27 09:00:00,1.8,8.2,275.0,94.0
2004-09-27 10:00:00,1.9,9.1,325.0,103.0
2004-09-27 11:00:00,1.7,9.2,327.0,123.0
2004-09-27 12:00:00,1.6,8.3,252.0,95.0
2004-09-27 13:00:00,1.9,9.1,226.0,90.0
2004-09-27 14:00:00,1.6,9.2,230.0,99.0
2004-09-27 15:00:00,1.8,9.6,244.0,107.0
2004-09-27 16:00:00,2.0,11.8,251.0,112.0
2004-09-27 17:00:00,3.1,17.3,346.0,132.0
2004-09-27 18:00:00,3.9,17.8,407.0,148.0
2004-09-27 19:00:00,4.3,20.9,490.0,158.0
2004-09-27 20:00:00,3.5,14.9,434.0,145.0
2004-09-27 21:00:00,2.4,11.3,345.0,128.0
2004-09-27 22:00:00,1.5,8.4,192.0,105.0
2004-09-27 23:00:00,1.3,6.8,157.0,90.0
2004-09-28 00:00:00,1.0,4.9,148.0,85.0
2004-09-28 01:00:00,0.8,3.5,105.0,73.0
2004-09-28 02:00:00,0.5,2.8,141.0,74.0
2004-09-28 03:00:00,0.4,2.1,124.0,67.5
2004-09-28 04:00:00,0.5,2.2,107.0,61.0
2004-09-28 05:00:00,0.7,3.9,166.0,69.0
